Time,Open,High,Low,Close
2025-07-13 18:00:00,97.959,98.03,97.872,97.892
2025-07-13 20:00:00,97.892,97.894,97.765,97.88
2025-07-13 22:00:00,97.88,97.979,97.848,97.918
2025-07-14 00:00:00,97.918,98.039,97.91,98.007
2025-07-14 02:00:00,98.007,98.1,97.881,97.898
2025-07-14 04:00:00,97.898,97.949,97.863,97.867
2025-07-14 06:00:00,97.867,97.898,97.816,97.881
2025-07-14 08:00:00,97.881,97.994,97.836,97.924
2025-07-14 10:00:00,97.924,98.088,97.867,98.065
2025-07-14 12:00:00,98.065,98.136,98.043,98.118
2025-07-14 14:00:00,98.118,98.12,98.057,98.09
2025-07-14 16:00:00,98.09,98.127,98.082,98.11
2025-07-14 18:00:00,98.11,98.137,98.097,98.117
2025-07-14 20:00:00,98.117,98.119,98.02,98.087
2025-07-14 22:00:00,98.087,98.113,98.017,98.041
2025-07-15 00:00:00,98.041,98.056,97.963,97.968
2025-07-15 02:00:00,97.968,98.077,97.934,97.953
2025-07-15 04:00:00,97.953,97.997,97.931,97.972
2025-07-15 06:00:00,97.972,98.103,97.955,98.092
2025-07-15 08:00:00,98.092,98.367,97.939,98.344
2025-07-15 10:00:00,98.344,98.651,98.34,98.518
2025-07-15 12:00:00,98.518,98.699,98.503,98.666
2025-07-15 14:00:00,98.666,98.673,98.606,98.64
2025-07-15 16:00:00,98.64,98.652,98.62,98.634
2025-07-15 18:00:00,98.634,98.645,98.576,98.583
2025-07-15 20:00:00,98.583,98.63,98.53,98.551
2025-07-15 22:00:00,98.551,98.628,98.55,98.598
2025-07-16 00:00:00,98.598,98.607,98.509,98.51
2025-07-16 02:00:00,98.51,98.574,98.437,98.541
2025-07-16 04:00:00,98.541,98.572,98.489,98.557
2025-07-16 06:00:00,98.557,98.645,98.501,98.636
2025-07-16 08:00:00,98.636,98.912,98.534,98.835
2025-07-16 10:00:00,98.835,98.893,97.714,98.385
2025-07-16 12:00:00,98.385,98.493,98.144,98.277
2025-07-16 14:00:00,98.277,98.439,98.266,98.316
2025-07-16 16:00:00,98.316,98.335,98.278,98.308
2025-07-16 18:00:00,98.308,98.359,98.274,98.343
2025-07-16 20:00:00,98.343,98.532,98.339,98.425
2025-07-16 22:00:00,98.425,98.561,98.424,98.52
2025-07-17 00:00:00,98.52,98.548,98.46,98.524
2025-07-17 02:00:00,98.524,98.812,98.521,98.713
2025-07-17 04:00:00,98.713,98.727,98.593,98.708
2025-07-17 06:00:00,98.708,98.846,98.698,98.813
2025-07-17 08:00:00,98.813,98.95,98.645,98.721
2025-07-17 10:00:00,98.721,98.779,98.6,98.645
