Time,Open,High,Low,Last,Change,%Change,Volume
"2025-07-16 20:00",98.459,98.532,98.421,98.425,-0.034,-0.03%,0
"2025-07-16 19:00",98.343,98.494,98.339,98.459,0.116,+0.12%,0
"2025-07-16 18:00",98.349,98.359,98.335,98.343,0.063,+0.06%,0
"2025-07-16 17:00",98.308,98.309,98.274,98.28,-0.027,-0.03%,0
"2025-07-16 16:00",98.291,98.318,98.284,98.307,0.016,+0.02%,0
"2025-07-16 15:00",98.316,98.335,98.278,98.291,-0.025,-0.03%,0
"2025-07-16 14:00",98.392,98.439,98.306,98.316,-0.076,-0.08%,0
"2025-07-16 13:00",98.277,98.394,98.266,98.392,0.115,+0.12%,0
"2025-07-16 12:00",98.314,98.317,98.144,98.277,-0.037,-0.04%,0
"2025-07-16 11:00",98.385,98.493,98.186,98.314,-0.073,-0.07%,0
"2025-07-16 10:00",98.676,98.678,97.714,98.387,-0.291,-0.29%,0
"2025-07-16 09:00",98.835,98.893,98.6,98.678,-0.158,-0.16%,0
"2025-07-16 08:00",98.65,98.912,98.62,98.836,0.184,+0.19%,0
"2025-07-16 07:00",98.636,98.697,98.534,98.652,0.015,+0.02%,0
"2025-07-16 06:00",98.533,98.645,98.501,98.637,0.104,+0.11%,0
"2025-07-16 05:00",98.557,98.586,98.523,98.533,-0.025,-0.03%,0
"2025-07-16 04:00",98.509,98.572,98.505,98.558,0.05,+0.05%,0
"2025-07-16 03:00",98.541,98.546,98.489,98.508,-0.032,-0.03%,0
"2025-07-16 02:00",98.444,98.574,98.437,98.54,0.095,+0.10%,0
"2025-07-16 01:00",98.51,98.517,98.443,98.445,-0.065,-0.07%,0
"2025-07-16 00:00",98.531,98.553,98.509,98.51,-0.021,-0.02%,0
"2025-07-15 23:00",98.598,98.607,98.529,98.531,-0.067,-0.07%,0
"2025-07-15 22:00",98.592,98.628,98.55,98.598,0.006,+0.01%,0
"2025-07-15 21:00",98.551,98.611,98.551,98.592,0.041,+0.04%,0
"2025-07-15 20:00",98.592,98.609,98.53,98.551,-0.041,-0.04%,0
"2025-07-15 19:00",98.583,98.63,98.544,98.592,0.009,+0.01%,0
"2025-07-15 18:00",98.583,98.595,98.576,98.583,-0.052,-0.05%,0
"2025-07-15 17:00",98.634,98.645,98.632,98.635,0.001,0.00%,0
"2025-07-15 16:00",98.635,98.646,98.629,98.634,-0.001,0.00%,0
"2025-07-15 15:00",98.64,98.652,98.62,98.635,-0.006,-0.01%,0
"2025-07-15 14:00",98.615,98.647,98.611,98.641,0.025,+0.03%,0
"2025-07-15 13:00",98.666,98.673,98.606,98.616,-0.05,-0.05%,0
"2025-07-15 12:00",98.67,98.699,98.641,98.666,-0.004,0.00%,0
"2025-07-15 11:00",98.518,98.685,98.503,98.67,0.152,+0.15%,0
"2025-07-15 10:00",98.518,98.651,98.517,98.518,0,0.00%,0
"2025-07-15 09:00",98.344,98.548,98.34,98.518,0.173,+0.18%,0
"2025-07-15 08:00",98.027,98.367,98.027,98.345,0.318,+0.32%,0
"2025-07-15 07:00",98.092,98.159,97.939,98.027,-0.065,-0.07%,0
"2025-07-15 06:00",97.981,98.103,97.978,98.092,0.111,+0.11%,0
"2025-07-15 05:00",97.972,98.032,97.955,97.981,0.01,+0.01%,0
"2025-07-15 04:00",97.961,97.997,97.931,97.971,0.01,+0.01%,0
"2025-07-15 03:00",97.953,97.994,97.937,97.961,0.009,+0.01%,0
"2025-07-15 02:00",98.03,98.077,97.934,97.952,-0.078,-0.08%,0
"2025-07-15 01:00",97.968,98.053,97.957,98.03,0.062,+0.06%,0
"2025-07-15 00:00",98.039,98.039,97.963,97.968,-0.07,-0.07%,0
"2025-07-14 23:00",98.041,98.056,98.01,98.038,-0.002,0.00%,0
"2025-07-14 22:00",98.041,98.048,98.017,98.04,-0.001,0.00%,0
"2025-07-14 21:00",98.087,98.113,98.039,98.041,-0.045,-0.05%,0
"2025-07-14 20:00",98.046,98.104,98.046,98.086,0.039,+0.04%,0
"2025-07-14 19:00",98.117,98.119,98.02,98.047,-0.071,-0.07%,0
"2025-07-14 18:00",98.137,98.137,98.106,98.118,0.015,+0.02%,0
"2025-07-14 17:00",98.11,98.11,98.097,98.103,-0.007,-0.01%,0
"2025-07-14 16:00",98.113,98.124,98.095,98.11,-0.004,0.00%,0
"2025-07-14 15:00",98.09,98.127,98.082,98.114,0.024,+0.02%,0
"2025-07-14 14:00",98.08,98.113,98.065,98.09,0.009,+0.01%,0
"2025-07-14 13:00",98.118,98.12,98.057,98.081,-0.037,-0.04%,0
"2025-07-14 12:00",98.107,98.136,98.076,98.118,0.011,+0.01%,0
"2025-07-14 11:00",98.065,98.132,98.043,98.107,0.042,+0.04%,0
"2025-07-14 10:00",97.961,98.088,97.875,98.065,0.104,+0.11%,0
"2025-07-14 09:00",97.924,97.981,97.867,97.961,0.037,+0.04%,0
"2025-07-14 08:00",97.915,97.994,97.906,97.924,0.009,+0.01%,0
"2025-07-14 07:00",97.881,97.955,97.836,97.915,0.035,+0.04%,0
"2025-07-14 06:00",97.828,97.898,97.816,97.88,0.052,+0.05%,0
"2025-07-14 05:00",97.867,97.874,97.824,97.828,-0.039,-0.04%,0
"2025-07-14 04:00",97.923,97.949,97.863,97.867,-0.055,-0.06%,0
"2025-07-14 03:00",97.898,97.935,97.864,97.922,0.025,+0.03%,0
"2025-07-14 02:00",98.037,98.045,97.881,97.897,-0.14,-0.14%,0
"2025-07-14 01:00",98.007,98.1,98,98.037,0.031,+0.03%,0
"2025-07-14 00:00",97.969,98.039,97.937,98.006,0.037,+0.04%,0
"2025-07-13 23:00",97.918,97.972,97.91,97.969,0.05,+0.05%,0
"2025-07-13 22:00",97.967,97.974,97.883,97.919,-0.048,-0.05%,0
"2025-07-13 21:00",97.88,97.979,97.848,97.967,0.087,+0.09%,0
"2025-07-13 20:00",97.797,97.884,97.765,97.88,0.083,+0.08%,0
"2025-07-13 19:00",97.892,97.894,97.794,97.797,-0.096,-0.10%,0
"2025-07-13 18:00",98.018,98.03,97.891,97.893,-0.125,-0.13%,0
"2025-07-13 17:00",97.959,98.018,97.872,98.018,0.149,+0.15%,0
"Downloaded from Barchart.com as of 10-19-2025 03:51pm CDT"
