Time,Open,High,Low,Close
2025-03-02 18:00:00,107.394,107.408,107.253,107.255
2025-03-02 19:20:00,107.255,107.321,107.206,107.208
2025-03-02 20:40:00,107.208,107.235,107.168,107.207
2025-03-02 22:00:00,107.207,107.278,107.207,107.223
2025-03-02 23:20:00,107.223,107.252,107.202,107.241
2025-03-03 00:40:00,107.241,107.317,107.232,107.302
2025-03-03 02:00:00,107.302,107.352,107.252,107.264
2025-03-03 03:20:00,107.264,107.397,107.154,107.184
2025-03-03 04:40:00,107.184,107.206,107.002,107.052
2025-03-03 06:00:00,107.052,107.063,106.903,106.91
2025-03-03 07:20:00,106.91,106.962,106.809,106.818
2025-03-03 08:40:00,106.818,106.865,106.646,106.704
2025-03-03 10:00:00,106.704,106.726,106.469,106.536
2025-03-03 11:20:00,106.536,106.576,106.474,106.56
2025-03-03 12:40:00,106.56,106.615,106.497,106.597
2025-03-03 14:00:00,106.597,106.799,106.55,106.633
2025-03-03 15:20:00,106.633,106.727,106.51,106.518
2025-03-03 16:40:00,106.518,106.572,106.517,106.56
2025-03-03 18:00:00,106.56,106.574,106.554,106.562
2025-03-03 19:20:00,106.562,106.588,106.401,106.429
2025-03-03 20:40:00,106.429,106.601,106.425,106.597
2025-03-03 22:00:00,106.597,106.652,106.559,106.595
2025-03-03 23:20:00,106.595,106.648,106.566,106.584
2025-03-04 00:40:00,106.584,106.608,106.521,106.562
2025-03-04 02:00:00,106.562,106.6,106.435,106.435
2025-03-04 03:20:00,106.435,106.446,106.182,106.219
2025-03-04 04:40:00,106.219,106.367,106.155,106.281
2025-03-04 06:00:00,106.281,106.293,105.958,105.963
2025-03-04 07:20:00,105.963,106.102,105.878,106.099
2025-03-04 08:40:00,106.099,106.237,105.999,106.226
2025-03-04 10:00:00,106.226,106.382,106.162,106.191
2025-03-04 11:20:00,106.191,106.241,106.12,106.136
2025-03-04 12:40:00,106.136,106.213,105.811,105.813
2025-03-04 14:00:00,105.813,105.844,105.604,105.604
2025-03-04 15:20:00,105.604,105.703,105.526,105.575
2025-03-04 16:40:00,105.575,105.607,105.543,105.589
2025-03-04 18:00:00,105.589,105.618,105.531,105.618
2025-03-04 19:20:00,105.618,105.714,105.558,105.677
2025-03-04 20:40:00,105.677,105.761,105.662,105.755
2025-03-04 22:00:00,105.755,105.773,105.613,105.637
2025-03-04 23:20:00,105.637,105.657,105.576,105.601
2025-03-05 00:40:00,105.601,105.61,105.468,105.52
2025-03-05 02:00:00,105.52,105.532,105.087,105.089
2025-03-05 03:20:00,105.089,105.175,104.85,104.939
2025-03-05 04:40:00,104.939,105.112,104.868,105.004
2025-03-05 06:00:00,105.004,105.157,104.992,105.016
2025-03-05 07:20:00,105.016,105.129,104.851,104.893
2025-03-05 08:40:00,104.893,104.961,104.397,104.427
2025-03-05 10:00:00,104.427,104.668,104.367,104.49
2025-03-05 11:20:00,104.49,104.549,104.368,104.382
2025-03-05 12:40:00,104.382,104.517,104.347,104.441
2025-03-05 14:00:00,104.441,104.475,104.275,104.289
2025-03-05 15:20:00,104.289,104.354,104.259,104.306
2025-03-05 16:40:00,104.306,104.326,104.291,104.307
2025-03-05 18:00:00,104.307,104.324,104.271,104.324
2025-03-05 19:20:00,104.324,104.363,104.199,104.2
2025-03-05 20:40:00,104.2,104.283,104.115,104.243
2025-03-05 22:00:00,104.243,104.392,104.242,104.339
2025-03-05 23:20:00,104.339,104.362,104.216,104.247
