Time,Open,High,Low,Last,Change,%Change,Volume
"2025-09-12 02:00",97.556,97.578,97.491,97.552,-0.002,0.00%,0
"2025-09-12 01:00",97.593,97.668,97.552,97.554,-0.039,-0.04%,0
"2025-09-12 00:00",97.642,97.657,97.587,97.593,-0.049,-0.05%,0
"2025-09-11 23:00",97.638,97.674,97.636,97.642,0.005,+0.01%,0
"2025-09-11 22:00",97.626,97.653,97.623,97.637,0.012,+0.01%,0
"2025-09-11 21:00",97.635,97.646,97.607,97.625,-0.011,-0.01%,0
"2025-09-11 20:00",97.559,97.636,97.549,97.636,0.077,+0.08%,0
"2025-09-11 19:00",97.557,97.6,97.544,97.559,0.006,+0.01%,0
"2025-09-11 18:00",97.518,97.554,97.518,97.553,0.053,+0.05%,0
"2025-09-11 17:00",97.544,97.546,97.5,97.5,-0.045,-0.05%,0
"2025-09-11 16:00",97.543,97.555,97.532,97.545,0.003,0.00%,0
"2025-09-11 15:00",97.522,97.546,97.509,97.542,0.021,+0.02%,0
"2025-09-11 14:00",97.531,97.546,97.504,97.521,-0.01,-0.01%,0
"2025-09-11 13:00",97.575,97.58,97.514,97.531,-0.044,-0.05%,0
"2025-09-11 12:00",97.517,97.595,97.504,97.575,0.058,+0.06%,0
"2025-09-11 11:00",97.564,97.566,97.492,97.517,-0.047,-0.05%,0
"2025-09-11 10:00",97.6,97.627,97.473,97.564,-0.036,-0.04%,0
"2025-09-11 09:00",97.57,97.62,97.49,97.6,0.032,+0.03%,0
"2025-09-11 08:00",97.733,97.749,97.558,97.568,-0.166,-0.17%,0
"2025-09-11 07:00",97.997,98.087,97.689,97.734,-0.263,-0.27%,0
"2025-09-11 06:00",97.99,98.014,97.936,97.997,0.007,+0.01%,0
"2025-09-11 05:00",97.981,98.014,97.959,97.99,0.009,+0.01%,0
"2025-09-11 04:00",97.926,98.036,97.92,97.981,0.056,+0.06%,0
"2025-09-11 03:00",97.915,97.939,97.897,97.925,0.01,+0.01%,0
"2025-09-11 02:00",97.917,97.959,97.881,97.915,-0.002,0.00%,0
"2025-09-11 01:00",97.909,97.963,97.866,97.917,0.008,+0.01%,0
"2025-09-11 00:00",97.828,97.911,97.828,97.909,0.081,+0.08%,0
"2025-09-10 23:00",97.847,97.86,97.828,97.828,-0.019,-0.02%,0
"2025-09-10 22:00",97.846,97.855,97.819,97.847,0.001,0.00%,0
"2025-09-10 21:00",97.829,97.864,97.822,97.846,0.017,+0.02%,0
"2025-09-10 20:00",97.857,97.863,97.792,97.829,-0.028,-0.03%,0
"2025-09-10 19:00",97.789,97.857,97.789,97.857,0.069,+0.07%,0
"2025-09-10 18:00",97.786,97.794,97.772,97.788,-0.019,-0.02%,0
"2025-09-10 17:00",97.809,97.819,97.804,97.807,-0.003,0.00%,0
"2025-09-10 16:00",97.853,97.853,97.809,97.81,-0.043,-0.04%,0
"2025-09-10 15:00",97.814,97.857,97.802,97.853,0.039,+0.04%,0
"2025-09-10 14:00",97.78,97.868,97.78,97.814,0.034,+0.03%,0
"2025-09-10 13:00",97.779,97.798,97.728,97.78,0.001,0.00%,0
"2025-09-10 12:00",97.776,97.806,97.729,97.779,0.003,0.00%,0
"2025-09-10 11:00",97.707,97.793,97.695,97.776,0.07,+0.07%,0
"2025-09-10 10:00",97.626,97.713,97.612,97.706,0.08,+0.08%,0
"2025-09-10 09:00",97.658,97.691,97.595,97.626,-0.033,-0.03%,0
"2025-09-10 08:00",97.817,97.845,97.636,97.659,-0.158,-0.16%,0
"2025-09-10 07:00",97.788,97.878,97.628,97.817,0.027,+0.03%,0
"2025-09-10 06:00",97.807,97.849,97.774,97.79,-0.017,-0.02%,0
"2025-09-10 05:00",97.72,97.828,97.713,97.807,0.089,+0.09%,0
"2025-09-10 04:00",97.813,97.825,97.696,97.718,-0.095,-0.10%,0
"2025-09-10 03:00",97.801,97.882,97.792,97.813,0.012,+0.01%,0
"2025-09-10 02:00",97.862,97.932,97.767,97.801,-0.064,-0.07%,0
"2025-09-10 01:00",97.759,97.883,97.693,97.865,0.106,+0.11%,0
"2025-09-10 00:00",97.711,97.785,97.703,97.759,0.049,+0.05%,0
"2025-09-09 23:00",97.771,97.779,97.71,97.71,-0.061,-0.06%,0
"2025-09-09 22:00",97.77,97.774,97.747,97.771,0.001,0.00%,0
"2025-09-09 21:00",97.829,97.83,97.769,97.77,-0.058,-0.06%,0
"2025-09-09 20:00",97.845,97.908,97.801,97.828,-0.017,-0.02%,0
"2025-09-09 19:00",97.809,97.855,97.809,97.845,0.036,+0.04%,0
"2025-09-09 18:00",97.831,97.834,97.807,97.809,0.065,+0.07%,0
"2025-09-09 17:00",97.756,97.764,97.744,97.744,-0.01,-0.01%,0
"2025-09-09 16:00",97.77,97.775,97.751,97.754,-0.016,-0.02%,0
"2025-09-09 15:00",97.8,97.815,97.757,97.77,-0.03,-0.03%,0
"2025-09-09 14:00",97.788,97.812,97.772,97.8,0.012,+0.01%,0
"2025-09-09 13:00",97.765,97.801,97.731,97.788,0.024,+0.02%,0
"2025-09-09 12:00",97.69,97.769,97.661,97.764,0.075,+0.08%,0
"2025-09-09 11:00",97.676,97.708,97.616,97.689,0.013,+0.01%,0
"2025-09-09 10:00",97.6,97.724,97.597,97.676,0.076,+0.08%,0
"2025-09-09 09:00",97.501,97.648,97.352,97.6,0.101,+0.10%,0
"2025-09-09 08:00",97.538,97.557,97.442,97.499,-0.039,-0.04%,0
"2025-09-09 07:00",97.487,97.604,97.473,97.538,0.05,+0.05%,0
"2025-09-09 06:00",97.382,97.491,97.376,97.488,0.105,+0.11%,0
"2025-09-09 05:00",97.28,97.388,97.26,97.383,0.103,+0.11%,0
"2025-09-09 04:00",97.359,97.36,97.253,97.28,-0.078,-0.08%,0
"2025-09-09 03:00",97.46,97.517,97.349,97.358,-0.103,-0.11%,0
"2025-09-09 02:00",97.372,97.503,97.346,97.461,0.087,+0.09%,0
"2025-09-09 01:00",97.269,97.429,97.259,97.374,0.106,+0.11%,0
"2025-09-09 00:00",97.333,97.343,97.262,97.268,-0.065,-0.07%,0
"2025-09-08 23:00",97.423,97.425,97.318,97.333,-0.09,-0.09%,0
"2025-09-08 22:00",97.387,97.428,97.38,97.423,0.036,+0.04%,0
"2025-09-08 21:00",97.341,97.393,97.326,97.387,0.046,+0.05%,0
"2025-09-08 20:00",97.378,97.42,97.324,97.341,-0.038,-0.04%,0
"2025-09-08 19:00",97.396,97.423,97.346,97.379,-0.017,-0.02%,0
"2025-09-08 18:00",97.381,97.4,97.38,97.396,-0.044,-0.05%,0
"2025-09-08 17:00",97.454,97.455,97.438,97.44,-0.015,-0.02%,0
"2025-09-08 16:00",97.448,97.473,97.442,97.455,0.007,+0.01%,0
"2025-09-08 15:00",97.441,97.471,97.435,97.448,0.007,+0.01%,0
"2025-09-08 14:00",97.454,97.459,97.418,97.441,-0.013,-0.01%,0
"2025-09-08 13:00",97.626,97.626,97.446,97.454,-0.172,-0.18%,0
"2025-09-08 12:00",97.604,97.647,97.571,97.626,0.022,+0.02%,0
"2025-09-08 11:00",97.53,97.654,97.518,97.604,0.073,+0.07%,0
"2025-09-08 10:00",97.584,97.599,97.517,97.531,-0.053,-0.05%,0
"2025-09-08 09:00",97.536,97.628,97.515,97.584,0.048,+0.05%,0
"2025-09-08 08:00",97.594,97.605,97.472,97.536,-0.059,-0.06%,0
"2025-09-08 07:00",97.666,97.712,97.565,97.595,-0.071,-0.07%,0
"2025-09-08 06:00",97.685,97.701,97.641,97.666,-0.018,-0.02%,0
"2025-09-08 05:00",97.729,97.757,97.674,97.684,-0.045,-0.05%,0
"2025-09-08 04:00",97.678,97.744,97.676,97.729,0.051,+0.05%,0
"2025-09-08 03:00",97.646,97.714,97.579,97.678,0.033,+0.03%,0
"2025-09-08 02:00",97.71,97.748,97.632,97.645,-0.065,-0.07%,0
"2025-09-08 01:00",97.824,97.831,97.706,97.71,-0.114,-0.12%,0
"2025-09-08 00:00",97.841,97.844,97.778,97.824,-0.016,-0.02%,0
"2025-09-07 23:00",97.865,97.896,97.83,97.84,-0.024,-0.02%,0
"2025-09-07 22:00",97.817,97.873,97.81,97.864,0.046,+0.05%,0
"2025-09-07 21:00",97.839,97.855,97.807,97.818,-0.022,-0.02%,0
"2025-09-07 20:00",97.864,97.895,97.825,97.84,-0.024,-0.02%,0
"2025-09-07 19:00",97.862,97.942,97.852,97.864,0.002,0.00%,0
"2025-09-07 18:00",97.909,97.91,97.843,97.862,-0.047,-0.05%,0
"2025-09-07 17:00",97.79,97.925,97.786,97.909,0.173,+0.18%,0
"Downloaded from Barchart.com as of 09-18-2025 08:06pm CDT"
