Time,Open,High,Low,Close
2025-01-12 18:00:00,109.632,109.732,109.632,109.67
2025-01-12 20:00:00,109.67,109.702,109.596,109.684
2025-01-12 22:00:00,109.684,109.977,109.68,109.938
2025-01-13 00:00:00,109.938,109.949,109.802,109.879
2025-01-13 02:00:00,109.879,109.972,109.75,109.865
2025-01-13 04:00:00,109.865,110.176,109.836,109.995
2025-01-13 06:00:00,109.995,110.109,109.913,109.945
2025-01-13 08:00:00,109.945,110.008,109.775,109.913
2025-01-13 10:00:00,109.913,110.071,109.858,109.935
2025-01-13 12:00:00,109.935,109.946,109.812,109.847
2025-01-13 14:00:00,109.847,109.958,109.847,109.858
2025-01-13 16:00:00,109.858,109.859,109.346,109.432
2025-01-13 18:00:00,109.432,109.598,109.407,109.582
2025-01-13 20:00:00,109.582,109.677,109.555,109.627
2025-01-13 22:00:00,109.627,109.634,109.52,109.556
2025-01-14 00:00:00,109.556,109.648,109.533,109.536
2025-01-14 02:00:00,109.536,109.553,109.333,109.489
2025-01-14 04:00:00,109.489,109.624,109.476,109.548
2025-01-14 06:00:00,109.548,109.756,109.526,109.673
2025-01-14 08:00:00,109.673,109.737,109.437,109.528
2025-01-14 10:00:00,109.528,109.563,109.204,109.343
2025-01-14 12:00:00,109.343,109.464,109.249,109.257
2025-01-14 14:00:00,109.257,109.287,109.188,109.242
2025-01-14 16:00:00,109.242,109.25,109.178,109.194
2025-01-14 18:00:00,109.194,109.263,109.182,109.245
2025-01-14 20:00:00,109.245,109.296,109.212,109.278
2025-01-14 22:00:00,109.278,109.282,109.198,109.199
2025-01-15 00:00:00,109.199,109.254,109.152,109.226
2025-01-15 02:00:00,109.226,109.289,108.971,109.182
2025-01-15 04:00:00,109.182,109.185,109.004,109.049
2025-01-15 06:00:00,109.049,109.203,109.011,109.141
2025-01-15 08:00:00,109.141,109.166,108.602,108.803
2025-01-15 10:00:00,108.803,109.382,108.756,109.215
2025-01-15 12:00:00,109.215,109.215,109.101,109.108
2025-01-15 14:00:00,109.108,109.136,109.038,109.064
2025-01-15 16:00:00,109.064,109.136,109.058,109.082
2025-01-15 18:00:00,109.082,109.14,109.003,109.006
2025-01-15 20:00:00,109.006,109.108,108.973,109.089
2025-01-15 22:00:00,109.089,109.128,109.02,109.121
2025-01-16 00:00:00,109.121,109.194,109.112,109.117
2025-01-16 02:00:00,109.117,109.163,109.026,109.075
2025-01-16 04:00:00,109.075,109.169,109.044,109.127
2025-01-16 06:00:00,109.127,109.34,109.088,109.275
2025-01-16 08:00:00,109.275,109.384,109.165,109.231
2025-01-16 10:00:00,109.231,109.27,108.866,108.953
2025-01-16 12:00:00,108.953,109.024,108.827,108.977
2025-01-16 14:00:00,108.977,108.998,108.904,108.974
2025-01-16 16:00:00,108.974,108.995,108.93,108.947
2025-01-16 18:00:00,108.947,108.96,108.898,108.929
2025-01-16 20:00:00,108.929,108.97,108.895,108.968
2025-01-16 22:00:00,108.968,109.062,108.946,109.044
2025-01-17 00:00:00,109.044,109.15,109.031,109.098
2025-01-17 02:00:00,109.098,109.249,109.068,109.085
2025-01-17 04:00:00,109.085,109.16,109.001,109.051
2025-01-17 06:00:00,109.051,109.165,108.983,109.15
2025-01-17 08:00:00,109.15,109.401,109.092,109.114
2025-01-17 10:00:00,109.114,109.291,108.834,109.255
2025-01-17 12:00:00,109.255,109.324,109.211,109.307
2025-01-17 14:00:00,109.307,109.381,109.275,109.358
2025-01-17 16:00:00,109.358,109.423,109.353,109.353
2025-01-19 18:00:00,109.353,109.468,109.24,109.242
2025-01-19 20:00:00,109.242,109.313,109.178,109.191
2025-01-19 22:00:00,109.191,109.192,109.046,109.087
2025-01-20 00:00:00,109.087,109.135,108.995,109.058
2025-01-20 02:00:00,109.058,109.113,108.982,109.095
2025-01-20 04:00:00,109.095,109.185,109.039,109.096
2025-01-20 06:00:00,109.096,109.106,108.992,109.041
2025-01-20 08:00:00,109.041,109.116,107.952,108.085
2025-01-20 10:00:00,108.085,108.395,107.976,108.245
2025-01-20 12:00:00,108.245,108.645,108.228,108.248
2025-01-20 14:00:00,108.248,108.298,107.917,108.073
2025-01-20 16:00:00,108.073,108.139,108.043,108.091
2025-01-20 18:00:00,108.091,108.748,107.965,108.644
2025-01-20 20:00:00,108.644,108.72,108.292,108.329
2025-01-20 22:00:00,108.329,108.343,108.177,108.296
2025-01-21 00:00:00,108.296,108.556,108.269,108.535
2025-01-21 02:00:00,108.535,108.69,108.404,108.61
2025-01-21 04:00:00,108.61,108.783,108.587,108.702
2025-01-21 06:00:00,108.702,108.794,108.644,108.692
2025-01-21 08:00:00,108.692,108.693,108.279,108.379
2025-01-21 10:00:00,108.379,108.461,108.026,108.028
2025-01-21 12:00:00,108.028,108.062,107.925,107.978
2025-01-21 14:00:00,107.978,108.083,107.963,108.035
2025-01-21 16:00:00,108.035,108.043,107.92,107.959
2025-01-21 18:00:00,107.959,108.103,107.959,107.976
2025-01-21 20:00:00,107.976,108.156,107.976,108.095
2025-01-21 22:00:00,108.095,108.153,108.039,108.076
2025-01-22 00:00:00,108.076,108.236,108.061,108.203
2025-01-22 02:00:00,108.203,108.211,108.02,108.03
2025-01-22 04:00:00,108.03,108.047,107.749,107.821
2025-01-22 06:00:00,107.821,108.014,107.766,107.93
2025-01-22 08:00:00,107.93,108.166,107.873,108.104
2025-01-22 10:00:00,108.104,108.251,108.102,108.183
2025-01-22 12:00:00,108.183,108.25,108.149,108.196
2025-01-22 14:00:00,108.196,108.251,108.135,108.245
2025-01-22 16:00:00,108.245,108.274,108.21,108.255
2025-01-22 18:00:00,108.255,108.278,108.234,108.24
2025-01-22 20:00:00,108.24,108.367,108.186,108.302
2025-01-22 22:00:00,108.302,108.306,108.236,108.251
2025-01-23 00:00:00,108.251,108.322,108.238,108.32
2025-01-23 02:00:00,108.32,108.425,108.3,108.393
2025-01-23 04:00:00,108.393,108.395,108.167,108.241
2025-01-23 06:00:00,108.241,108.404,108.217,108.3
2025-01-23 08:00:00,108.3,108.351,108.177,108.229
2025-01-23 10:00:00,108.229,108.51,108.012,108.105
2025-01-23 12:00:00,108.105,108.147,107.922,108.058
2025-01-23 14:00:00,108.058,108.127,108.001,108.113
2025-01-23 16:00:00,108.113,108.16,108.096,108.135
2025-01-23 18:00:00,108.135,108.144,108.08,108.127
2025-01-23 20:00:00,108.127,108.192,107.821,107.831
2025-01-23 22:00:00,107.831,107.966,107.734,107.778
2025-01-24 00:00:00,107.778,107.825,107.559,107.704
2025-01-24 02:00:00,107.704,107.826,107.45,107.471
2025-01-24 04:00:00,107.471,107.547,107.276,107.529
2025-01-24 06:00:00,107.529,107.717,107.504,107.715
2025-01-24 08:00:00,107.715,107.759,107.521,107.548
2025-01-24 10:00:00,107.548,107.564,107.256,107.277
