Time,Open,High,Low,Close
2025-08-03 18:00:00,98.65,98.731,98.603,98.662
2025-08-03 20:00:00,98.662,98.956,98.647,98.807
2025-08-03 22:00:00,98.807,98.829,98.698,98.747
2025-08-04 00:00:00,98.747,98.844,98.697,98.816
2025-08-04 02:00:00,98.816,98.97,98.724,98.875
2025-08-04 04:00:00,98.875,98.98,98.763,98.86
2025-08-04 06:00:00,98.86,98.929,98.667,98.782
2025-08-04 08:00:00,98.782,98.837,98.608,98.7
2025-08-04 10:00:00,98.7,98.833,98.592,98.769
2025-08-04 12:00:00,98.769,98.845,98.714,98.733
2025-08-04 14:00:00,98.733,98.802,98.699,98.768
2025-08-04 16:00:00,98.768,98.79,98.705,98.759
2025-08-04 18:00:00,98.759,98.762,98.623,98.63
2025-08-04 20:00:00,98.63,98.805,98.585,98.777
2025-08-04 22:00:00,98.777,98.869,98.777,98.863
2025-08-05 00:00:00,98.863,98.929,98.808,98.901
2025-08-05 02:00:00,98.901,99.003,98.793,98.921
2025-08-05 04:00:00,98.921,99.047,98.912,98.968
2025-08-05 06:00:00,98.968,99.074,98.934,98.989
2025-08-05 08:00:00,98.989,99.05,98.878,99.018
2025-08-05 10:00:00,99.018,99.03,98.681,98.721
2025-08-05 12:00:00,98.721,98.762,98.671,98.742
2025-08-05 14:00:00,98.742,98.83,98.734,98.775
2025-08-05 16:00:00,98.775,98.789,98.737,98.764
2025-08-05 18:00:00,98.764,98.766,98.717,98.737
2025-08-05 20:00:00,98.737,98.837,98.683,98.817
2025-08-05 22:00:00,98.817,98.834,98.686,98.702
2025-08-06 00:00:00,98.702,98.757,98.664,98.721
2025-08-06 02:00:00,98.721,98.79,98.664,98.715
2025-08-06 04:00:00,98.715,98.828,98.706,98.725
2025-08-06 06:00:00,98.725,98.733,98.49,98.573
2025-08-06 08:00:00,98.573,98.61,98.366,98.366
2025-08-06 10:00:00,98.366,98.463,98.273,98.277
2025-08-06 12:00:00,98.277,98.397,98.231,98.271
2025-08-06 14:00:00,98.271,98.275,98.128,98.227
2025-08-06 16:00:00,98.227,98.295,98.203,98.231
2025-08-06 18:00:00,98.231,98.231,98.181,98.186
2025-08-06 20:00:00,98.186,98.312,98.181,98.242
