Time,Open,High,Low,Last,Change,%Change,Volume
"2025-09-11 23:24",97.654,97.661,97.644,97.652,-0.002,0.00%,0
"2025-09-11 23:12",97.664,97.674,97.654,97.654,-0.01,-0.01%,0
"2025-09-11 23:00",97.638,97.664,97.638,97.664,0.027,+0.03%,0
"2025-09-11 22:48",97.638,97.647,97.637,97.637,-0.001,0.00%,0
"2025-09-11 22:36",97.632,97.641,97.623,97.638,0.007,+0.01%,0
"2025-09-11 22:24",97.648,97.651,97.626,97.631,-0.017,-0.02%,0
"2025-09-11 22:12",97.649,97.651,97.635,97.648,-0.001,0.00%,0
"2025-09-11 22:00",97.626,97.653,97.626,97.649,0.024,+0.02%,0
"2025-09-11 21:48",97.641,97.641,97.62,97.625,-0.016,-0.02%,0
"2025-09-11 21:36",97.642,97.646,97.632,97.641,-0.001,0.00%,0
"2025-09-11 21:24",97.619,97.642,97.615,97.642,0.023,+0.02%,0
"2025-09-11 21:12",97.612,97.625,97.607,97.619,0.007,+0.01%,0
"2025-09-11 21:00",97.635,97.645,97.611,97.612,-0.024,-0.02%,0
"2025-09-11 20:48",97.613,97.636,97.612,97.636,0.023,+0.02%,0
"2025-09-11 20:36",97.602,97.62,97.599,97.613,0.01,+0.01%,0
"2025-09-11 20:24",97.61,97.614,97.589,97.603,-0.007,-0.01%,0
"2025-09-11 20:12",97.602,97.617,97.6,97.61,0.009,+0.01%,0
"2025-09-11 20:00",97.559,97.607,97.549,97.601,0.042,+0.04%,0
"2025-09-11 19:48",97.576,97.579,97.555,97.559,-0.017,-0.02%,0
"2025-09-11 19:36",97.593,97.6,97.576,97.576,-0.017,-0.02%,0
"2025-09-11 19:24",97.577,97.593,97.566,97.593,0.016,+0.02%,0
"2025-09-11 19:12",97.574,97.587,97.563,97.577,0.003,0.00%,0
"2025-09-11 19:00",97.557,97.581,97.544,97.574,0.021,+0.02%,0
"2025-09-11 18:48",97.543,97.554,97.537,97.553,0.011,+0.01%,0
"2025-09-11 18:36",97.533,97.543,97.531,97.542,0.024,+0.02%,0
"2025-09-11 18:24",97.518,97.518,97.518,97.518,0.018,+0.02%,0
"2025-09-11 17:00",97.544,97.546,97.5,97.5,-0.045,-0.05%,0
"2025-09-11 16:48",97.537,97.545,97.532,97.545,0.008,+0.01%,0
"2025-09-11 16:36",97.538,97.538,97.535,97.537,-0.001,0.00%,0
"2025-09-11 16:24",97.543,97.545,97.537,97.538,-0.005,-0.01%,0
"2025-09-11 16:12",97.548,97.55,97.539,97.543,-0.006,-0.01%,0
"2025-09-11 16:00",97.543,97.555,97.54,97.549,0.007,+0.01%,0
"2025-09-11 15:48",97.527,97.546,97.52,97.542,0.015,+0.02%,0
"2025-09-11 15:36",97.52,97.527,97.509,97.527,0.007,+0.01%,0
"2025-09-11 15:24",97.523,97.523,97.509,97.52,-0.003,0.00%,0
"2025-09-11 15:12",97.518,97.526,97.509,97.523,0.005,+0.01%,0
"2025-09-11 15:00",97.522,97.523,97.512,97.518,-0.003,0.00%,0
"2025-09-11 14:48",97.526,97.527,97.51,97.521,-0.005,-0.01%,0
"2025-09-11 14:36",97.535,97.543,97.525,97.526,-0.009,-0.01%,0
"2025-09-11 14:24",97.525,97.546,97.512,97.535,0.011,+0.01%,0
"2025-09-11 14:12",97.52,97.526,97.51,97.524,0.005,+0.01%,0
"2025-09-11 14:00",97.531,97.542,97.504,97.519,-0.012,-0.01%,0
"2025-09-11 13:48",97.55,97.551,97.514,97.531,-0.019,-0.02%,0
"2025-09-11 13:36",97.571,97.571,97.545,97.55,-0.021,-0.02%,0
"2025-09-11 13:24",97.559,97.571,97.554,97.571,0.013,+0.01%,0
"2025-09-11 13:12",97.543,97.568,97.543,97.558,0.016,+0.02%,0
"2025-09-11 13:00",97.575,97.58,97.538,97.542,-0.033,-0.03%,0
"2025-09-11 12:48",97.573,97.595,97.569,97.575,0.002,0.00%,0
"2025-09-11 12:36",97.534,97.577,97.532,97.573,0.039,+0.04%,0
"2025-09-11 12:24",97.518,97.544,97.504,97.534,0.016,+0.02%,0
"2025-09-11 12:12",97.521,97.537,97.504,97.518,-0.002,0.00%,0
"2025-09-11 12:00",97.517,97.542,97.511,97.52,0.003,0.00%,0
"2025-09-11 11:48",97.529,97.538,97.513,97.517,-0.012,-0.01%,0
"2025-09-11 11:36",97.508,97.537,97.501,97.529,0.021,+0.02%,0
"2025-09-11 11:24",97.517,97.539,97.508,97.508,-0.009,-0.01%,0
"2025-09-11 11:12",97.494,97.528,97.492,97.517,0.023,+0.02%,0
"2025-09-11 11:00",97.564,97.566,97.493,97.494,-0.07,-0.07%,0
"2025-09-11 10:48",97.561,97.57,97.549,97.564,0.003,0.00%,0
"2025-09-11 10:36",97.527,97.564,97.522,97.561,0.033,+0.03%,0
"2025-09-11 10:24",97.483,97.546,97.473,97.528,0.044,+0.05%,0
"2025-09-11 10:12",97.575,97.577,97.475,97.484,-0.091,-0.09%,0
"2025-09-11 10:00",97.6,97.627,97.562,97.575,-0.025,-0.03%,0
"2025-09-11 09:48",97.559,97.62,97.539,97.6,0.042,+0.04%,0
"2025-09-11 09:36",97.549,97.564,97.529,97.558,0.008,+0.01%,0
"2025-09-11 09:24",97.516,97.591,97.516,97.55,0.034,+0.03%,0
"2025-09-11 09:12",97.58,97.581,97.49,97.516,-0.064,-0.07%,0
"2025-09-11 09:00",97.57,97.588,97.518,97.58,0.012,+0.01%,0
"2025-09-11 08:48",97.656,97.662,97.558,97.568,-0.089,-0.09%,0
"2025-09-11 08:36",97.669,97.692,97.591,97.657,-0.012,-0.01%,0
"2025-09-11 08:24",97.663,97.713,97.655,97.669,0.005,+0.01%,0
"2025-09-11 08:12",97.627,97.749,97.623,97.664,0.034,+0.03%,0
"2025-09-11 08:00",97.733,97.733,97.583,97.63,-0.104,-0.11%,0
"2025-09-11 07:48",97.865,97.893,97.714,97.734,-0.133,-0.14%,0
"2025-09-11 07:36",97.694,97.886,97.69,97.867,0.172,+0.18%,0
"2025-09-11 07:24",98.008,98.087,97.689,97.695,-0.312,-0.32%,0
"2025-09-11 07:12",97.98,98.084,97.968,98.007,0.027,+0.03%,0
"2025-09-11 07:00",97.997,97.997,97.949,97.98,-0.017,-0.02%,0
"2025-09-11 06:48",97.981,98.003,97.937,97.997,0.016,+0.02%,0
"2025-09-11 06:36",97.975,98.014,97.971,97.981,0.007,+0.01%,0
"2025-09-11 06:24",97.972,97.982,97.96,97.974,0.003,0.00%,0
"2025-09-11 06:12",97.944,97.976,97.936,97.971,0.028,+0.03%,0
"2025-09-11 06:00",97.99,97.996,97.939,97.943,-0.047,-0.05%,0
"2025-09-11 05:48",98,98.014,97.985,97.99,-0.01,-0.01%,0
"2025-09-11 05:36",97.99,98,97.971,98,0.011,+0.01%,0
"2025-09-11 05:24",97.98,97.995,97.973,97.989,0.009,+0.01%,0
"2025-09-11 05:12",97.969,97.98,97.959,97.98,0.012,+0.01%,0
"2025-09-11 05:00",97.981,97.994,97.968,97.968,-0.013,-0.01%,0
"2025-09-11 04:48",97.983,97.996,97.973,97.981,0.001,0.00%,0
"2025-09-11 04:36",97.97,98.036,97.964,97.98,0.01,+0.01%,0
"2025-09-11 04:24",97.963,97.982,97.943,97.97,0.006,+0.01%,0
"2025-09-11 04:12",97.96,97.977,97.945,97.964,0.003,0.00%,0
"2025-09-11 04:00",97.926,97.973,97.92,97.961,0.036,+0.04%,0
"2025-09-11 03:48",97.911,97.929,97.899,97.925,0.015,+0.02%,0
"2025-09-11 03:36",97.905,97.924,97.901,97.91,0.005,+0.01%,0
"2025-09-11 03:24",97.908,97.922,97.899,97.905,0,0.00%,0
"2025-09-11 03:12",97.93,97.937,97.897,97.905,-0.025,-0.03%,0
"2025-09-11 03:00",97.915,97.939,97.906,97.93,0.015,+0.02%,0
"2025-09-11 02:48",97.911,97.932,97.904,97.915,0.004,0.00%,0
"2025-09-11 02:36",97.932,97.935,97.899,97.911,-0.021,-0.02%,0
"2025-09-11 02:24",97.931,97.959,97.914,97.932,0,0.00%,0
"2025-09-11 02:12",97.901,97.937,97.881,97.932,0.029,+0.03%,0
"2025-09-11 02:00",97.917,97.933,97.891,97.903,-0.014,-0.01%,0
"2025-09-11 01:48",97.903,97.939,97.885,97.917,0.014,+0.01%,0
"2025-09-11 01:36",97.911,97.924,97.896,97.903,-0.007,-0.01%,0
"2025-09-11 01:24",97.913,97.915,97.89,97.91,-0.003,0.00%,0
"2025-09-11 01:12",97.909,97.963,97.906,97.913,0.004,0.00%,0
"2025-09-11 01:00",97.909,97.938,97.866,97.909,0,0.00%,0
"2025-09-11 00:48",97.864,97.911,97.861,97.909,0.046,+0.05%,0
"2025-09-11 00:36",97.848,97.868,97.843,97.863,0.016,+0.02%,0
"2025-09-11 00:24",97.854,97.871,97.847,97.847,-0.007,-0.01%,0
"2025-09-11 00:12",97.853,97.866,97.852,97.854,0.001,0.00%,0
"2025-09-11 00:00",97.828,97.853,97.828,97.853,0.025,+0.03%,0
"2025-09-10 23:48",97.844,97.853,97.828,97.828,-0.017,-0.02%,0
"2025-09-10 23:36",97.845,97.851,97.84,97.845,0,0.00%,0
"2025-09-10 23:24",97.85,97.86,97.837,97.845,-0.005,-0.01%,0
"2025-09-10 23:12",97.845,97.853,97.843,97.85,0.005,+0.01%,0
"2025-09-10 23:00",97.847,97.852,97.841,97.845,-0.002,0.00%,0
"2025-09-10 22:48",97.849,97.855,97.844,97.847,-0.002,0.00%,0
"2025-09-10 22:36",97.824,97.852,97.822,97.849,0.025,+0.03%,0
"2025-09-10 22:24",97.836,97.837,97.824,97.824,-0.012,-0.01%,0
"2025-09-10 22:12",97.83,97.844,97.823,97.836,0.006,+0.01%,0
"2025-09-10 22:00",97.846,97.848,97.819,97.83,-0.016,-0.02%,0
"2025-09-10 21:48",97.842,97.853,97.834,97.846,0.004,0.00%,0
"2025-09-10 21:36",97.851,97.853,97.834,97.842,-0.009,-0.01%,0
"2025-09-10 21:24",97.86,97.861,97.85,97.851,-0.009,-0.01%,0
"2025-09-10 21:12",97.825,97.864,97.825,97.86,0.035,+0.04%,0
"2025-09-10 21:00",97.829,97.834,97.822,97.825,-0.004,0.00%,0
"2025-09-10 20:48",97.821,97.832,97.815,97.829,0.007,+0.01%,0
"2025-09-10 20:36",97.808,97.822,97.802,97.822,0.014,+0.01%,0
"2025-09-10 20:24",97.839,97.839,97.792,97.808,-0.031,-0.03%,0
"2025-09-10 20:12",97.835,97.852,97.829,97.839,0.004,0.00%,0
"2025-09-10 20:00",97.857,97.863,97.83,97.835,-0.022,-0.02%,0
"2025-09-10 19:48",97.837,97.857,97.817,97.857,0.018,+0.02%,0
"2025-09-10 19:36",97.827,97.84,97.821,97.839,0.012,+0.01%,0
"2025-09-10 19:24",97.829,97.833,97.816,97.827,-0.003,0.00%,0
"2025-09-10 19:12",97.81,97.837,97.804,97.83,0.02,+0.02%,0
"2025-09-10 19:00",97.789,97.81,97.789,97.81,0.022,+0.02%,0
"2025-09-10 18:48",97.78,97.794,97.772,97.788,0.008,+0.01%,0
"2025-09-10 18:36",97.786,97.786,97.779,97.78,-0.006,-0.01%,0
"2025-09-10 18:24",97.786,97.786,97.786,97.786,-0.021,-0.02%,0
"2025-09-10 17:00",97.809,97.819,97.804,97.807,-0.003,0.00%,0
"2025-09-10 16:48",97.822,97.825,97.809,97.81,-0.012,-0.01%,0
"2025-09-10 16:36",97.823,97.828,97.817,97.822,-0.001,0.00%,0
"2025-09-10 16:24",97.834,97.835,97.823,97.823,-0.01,-0.01%,0
"2025-09-10 16:12",97.827,97.836,97.826,97.833,0.006,+0.01%,0
"2025-09-10 16:00",97.853,97.853,97.823,97.827,-0.026,-0.03%,0
"2025-09-10 15:48",97.849,97.857,97.843,97.853,0.005,+0.01%,0
"2025-09-10 15:36",97.845,97.848,97.839,97.848,0.004,0.00%,0
"2025-09-10 15:24",97.833,97.845,97.827,97.844,0.011,+0.01%,0
"2025-09-10 15:12",97.82,97.838,97.818,97.833,0.012,+0.01%,0
"2025-09-10 15:00",97.814,97.824,97.802,97.821,0.007,+0.01%,0
"2025-09-10 14:48",97.839,97.839,97.813,97.814,-0.025,-0.03%,0
"2025-09-10 14:36",97.859,97.868,97.837,97.839,-0.021,-0.02%,0
"2025-09-10 14:24",97.832,97.863,97.822,97.86,0.028,+0.03%,0
"2025-09-10 14:12",97.81,97.84,97.808,97.832,0.022,+0.02%,0
"2025-09-10 14:00",97.78,97.81,97.78,97.81,0.03,+0.03%,0
"2025-09-10 13:48",97.79,97.798,97.78,97.78,-0.01,-0.01%,0
"2025-09-10 13:36",97.749,97.791,97.747,97.79,0.041,+0.04%,0
"2025-09-10 13:24",97.736,97.751,97.728,97.749,0.014,+0.01%,0
"2025-09-10 13:12",97.758,97.768,97.734,97.735,-0.022,-0.02%,0
"2025-09-10 13:00",97.779,97.785,97.757,97.757,-0.022,-0.02%,0
"2025-09-10 12:48",97.793,97.797,97.771,97.779,-0.014,-0.01%,0
"2025-09-10 12:36",97.8,97.8,97.778,97.793,-0.007,-0.01%,0
"2025-09-10 12:24",97.771,97.806,97.77,97.8,0.029,+0.03%,0
"2025-09-10 12:12",97.732,97.776,97.729,97.771,0.04,+0.04%,0
"2025-09-10 12:00",97.776,97.783,97.731,97.731,-0.045,-0.05%,0
"2025-09-10 11:48",97.75,97.793,97.75,97.776,0.026,+0.03%,0
"2025-09-10 11:36",97.756,97.762,97.739,97.75,-0.006,-0.01%,0
"2025-09-10 11:24",97.723,97.764,97.711,97.756,0.033,+0.03%,0
"2025-09-10 11:12",97.716,97.743,97.712,97.723,0.007,+0.01%,0
"2025-09-10 11:00",97.707,97.731,97.695,97.716,0.01,+0.01%,0
"2025-09-10 10:48",97.677,97.713,97.664,97.706,0.029,+0.03%,0
"2025-09-10 10:36",97.652,97.688,97.646,97.677,0.024,+0.02%,0
"2025-09-10 10:24",97.679,97.693,97.647,97.653,-0.026,-0.03%,0
"2025-09-10 10:12",97.62,97.682,97.612,97.679,0.059,+0.06%,0
"2025-09-10 10:00",97.626,97.633,97.613,97.62,-0.006,-0.01%,0
"2025-09-10 09:48",97.61,97.668,97.601,97.626,0.017,+0.02%,0
"2025-09-10 09:36",97.614,97.638,97.606,97.609,-0.005,-0.01%,0
"2025-09-10 09:24",97.664,97.691,97.607,97.614,-0.05,-0.05%,0
"2025-09-10 09:12",97.616,97.664,97.602,97.664,0.049,+0.05%,0
"2025-09-10 09:00",97.658,97.662,97.595,97.615,-0.044,-0.05%,0
"2025-09-10 08:48",97.666,97.681,97.647,97.659,-0.007,-0.01%,0
"2025-09-10 08:36",97.664,97.677,97.636,97.666,0.003,0.00%,0
"2025-09-10 08:24",97.707,97.713,97.646,97.663,-0.044,-0.05%,0
"2025-09-10 08:12",97.79,97.796,97.707,97.707,-0.082,-0.08%,0
"2025-09-10 08:00",97.817,97.845,97.754,97.789,-0.028,-0.03%,0
"2025-09-10 07:48",97.772,97.873,97.772,97.817,0.043,+0.04%,0
"2025-09-10 07:36",97.707,97.8,97.689,97.774,0.066,+0.07%,0
"2025-09-10 07:24",97.865,97.865,97.628,97.708,-0.157,-0.16%,0
"2025-09-10 07:12",97.795,97.878,97.789,97.865,0.07,+0.07%,0
"2025-09-10 07:00",97.788,97.806,97.751,97.795,0.005,+0.01%,0
"2025-09-10 06:48",97.82,97.82,97.774,97.79,-0.03,-0.03%,0
"2025-09-10 06:36",97.815,97.849,97.812,97.82,0.005,+0.01%,0
"2025-09-10 06:24",97.8,97.821,97.8,97.815,0.015,+0.02%,0
"2025-09-10 06:12",97.813,97.815,97.793,97.8,-0.014,-0.01%,0
"2025-09-10 06:00",97.807,97.834,97.807,97.814,0.007,+0.01%,0
"2025-09-10 05:48",97.784,97.811,97.772,97.807,0.023,+0.02%,0
"2025-09-10 05:36",97.816,97.819,97.781,97.784,-0.031,-0.03%,0
"2025-09-10 05:24",97.783,97.828,97.783,97.815,0.032,+0.03%,0
"2025-09-10 05:12",97.752,97.787,97.752,97.783,0.031,+0.03%,0
"2025-09-10 05:00",97.72,97.757,97.713,97.752,0.034,+0.03%,0
"2025-09-10 04:48",97.72,97.725,97.696,97.718,-0.002,0.00%,0
"2025-09-10 04:36",97.739,97.765,97.717,97.72,-0.02,-0.02%,0
"2025-09-10 04:24",97.769,97.771,97.732,97.74,-0.029,-0.03%,0
"2025-09-10 04:12",97.794,97.805,97.768,97.769,-0.024,-0.02%,0
"2025-09-10 04:00",97.813,97.825,97.779,97.793,-0.02,-0.02%,0
"2025-09-10 03:48",97.833,97.835,97.81,97.813,-0.02,-0.02%,0
"2025-09-10 03:36",97.876,97.879,97.833,97.833,-0.043,-0.04%,0
"2025-09-10 03:24",97.844,97.882,97.83,97.876,0.031,+0.03%,0
"2025-09-10 03:12",97.808,97.858,97.792,97.845,0.038,+0.04%,0
"2025-09-10 03:00",97.801,97.857,97.795,97.807,0.006,+0.01%,0
"2025-09-10 02:48",97.784,97.801,97.77,97.801,0.017,+0.02%,0
"2025-09-10 02:36",97.809,97.809,97.767,97.784,-0.025,-0.03%,0
"2025-09-10 02:24",97.819,97.824,97.783,97.809,-0.009,-0.01%,0
"2025-09-10 02:12",97.843,97.868,97.817,97.818,-0.025,-0.03%,0
"2025-09-10 02:00",97.862,97.932,97.822,97.843,-0.022,-0.02%,0
"2025-09-10 01:48",97.738,97.883,97.727,97.865,0.128,+0.13%,0
"2025-09-10 01:36",97.777,97.786,97.734,97.737,-0.04,-0.04%,0
"2025-09-10 01:24",97.718,97.778,97.718,97.777,0.06,+0.06%,0
"2025-09-10 01:12",97.746,97.747,97.693,97.717,-0.029,-0.03%,0
"2025-09-10 01:00",97.759,97.764,97.715,97.746,-0.013,-0.01%,0
"2025-09-10 00:48",97.763,97.785,97.745,97.759,-0.005,-0.01%,0
"2025-09-10 00:36",97.723,97.764,97.718,97.764,0.041,+0.04%,0
"2025-09-10 00:24",97.712,97.723,97.704,97.723,0.011,+0.01%,0
"2025-09-10 00:12",97.708,97.716,97.705,97.712,0.004,0.00%,0
"2025-09-10 00:00",97.711,97.728,97.703,97.708,-0.002,0.00%,0
"2025-09-09 23:48",97.741,97.743,97.71,97.71,-0.031,-0.03%,0
"2025-09-09 23:36",97.747,97.758,97.741,97.741,-0.005,-0.01%,0
"2025-09-09 23:24",97.758,97.759,97.741,97.746,-0.012,-0.01%,0
"2025-09-09 23:12",97.769,97.769,97.753,97.758,-0.011,-0.01%,0
"2025-09-09 23:00",97.771,97.779,97.764,97.769,-0.002,0.00%,0
"2025-09-09 22:48",97.753,97.771,97.752,97.771,0.017,+0.02%,0
"2025-09-09 22:36",97.768,97.77,97.747,97.754,-0.015,-0.02%,0
"2025-09-09 22:24",97.758,97.77,97.758,97.769,0.011,+0.01%,0
