Time,Open,High,Low,Close
2025-09-14 18:00:00,97.626,97.646,97.607,97.643
2025-09-14 18:48:00,97.643,97.667,97.626,97.655
2025-09-14 19:36:00,97.655,97.676,97.645,97.676
2025-09-14 20:24:00,97.676,97.688,97.642,97.653
2025-09-14 21:12:00,97.653,97.658,97.628,97.639
2025-09-14 22:00:00,97.639,97.662,97.634,97.638
2025-09-14 22:48:00,97.638,97.64,97.601,97.614
2025-09-14 23:36:00,97.614,97.615,97.565,97.565
2025-09-15 00:24:00,97.565,97.603,97.564,97.592
2025-09-15 01:12:00,97.592,97.627,97.592,97.622
2025-09-15 02:00:00,97.622,97.702,97.61,97.665
2025-09-15 02:48:00,97.665,97.666,97.51,97.517
2025-09-15 03:36:00,97.517,97.591,97.492,97.502
2025-09-15 04:24:00,97.502,97.59,97.495,97.534
2025-09-15 05:12:00,97.534,97.537,97.447,97.483
2025-09-15 06:00:00,97.483,97.483,97.357,97.409
2025-09-15 06:48:00,97.409,97.43,97.363,97.369
2025-09-15 07:36:00,97.369,97.414,97.314,97.33
2025-09-15 08:24:00,97.33,97.37,97.298,97.365
2025-09-15 09:12:00,97.365,97.411,97.343,97.407
2025-09-15 10:00:00,97.407,97.46,97.399,97.433
2025-09-15 10:48:00,97.433,97.433,97.332,97.347
2025-09-15 11:36:00,97.347,97.373,97.273,97.361
2025-09-15 12:24:00,97.361,97.397,97.35,97.371
2025-09-15 13:12:00,97.371,97.387,97.273,97.285
2025-09-15 14:00:00,97.285,97.317,97.277,97.308
2025-09-15 14:48:00,97.308,97.314,97.28,97.285
2025-09-15 15:36:00,97.285,97.327,97.282,97.311
2025-09-15 16:24:00,97.311,97.362,97.311,97.339
2025-09-15 17:12:00,97.339,97.341,97.319,97.322
2025-09-15 18:00:00,97.322,97.344,97.32,97.338
2025-09-15 19:36:00,97.338,97.353,97.322,97.35
2025-09-15 20:24:00,97.35,97.388,97.343,97.352
2025-09-15 21:12:00,97.352,97.387,97.299,97.315
2025-09-15 22:00:00,97.315,97.316,97.237,97.247
2025-09-15 22:48:00,97.247,97.255,97.177,97.177
2025-09-15 23:36:00,97.177,97.243,97.161,97.212
2025-09-16 00:24:00,97.212,97.247,97.2,97.2
2025-09-16 01:12:00,97.2,97.244,97.196,97.21
2025-09-16 02:00:00,97.21,97.21,97.108,97.138
2025-09-16 02:48:00,97.138,97.181,97.04,97.093
2025-09-16 03:36:00,97.093,97.139,97.051,97.101
